game_id,date,season,status,datetime,period,postseason,postponed,home_team,away_team,home_score,away_score,home_q1,away_q1,home_q2,away_q2,home_q3,away_q3,home_q4,away_q4,home_ot1,away_ot1,home_ot2,away_ot2,home_ot3,away_ot3
8258317,2023-12-09,2023,Final,2023-12-10T01:30:00.000Z,4,False,False,Los Angeles Lakers,Indiana Pacers,123,109,34,29,31,31,25,22,33,27,,,,,,
1037884,2023-12-11,2023,Final,2023-12-12T00:00:00.000Z,4,False,False,Charlotte Hornets,Miami Heat,114,116,24,29,26,30,27,30,37,27,,,,,,
1037885,2023-12-11,2023,Final,2023-12-12T00:00:00.000Z,4,False,False,Detroit Pistons,Indiana Pacers,123,131,36,33,25,33,32,32,30,33,,,,,,
1037886,2023-12-11,2023,Final,2023-12-12T00:00:00.000Z,4,False,False,Orlando Magic,Cleveland Cavaliers,104,94,22,29,29,25,30,15,23,25,,,,,,
1037887,2023-12-11,2023,Final,2023-12-12T00:00:00.000Z,4,False,False,Philadelphia 76ers,Washington Wizards,146,101,43,27,32,19,37,21,34,34,,,,,,
1037888,2023-12-11,2023,Final,2023-12-12T00:30:00.000Z,4,False,False,Atlanta Hawks,Denver Nuggets,122,129,36,28,26,37,24,38,36,26,,,,,,
1037889,2023-12-11,2023,Final,2023-12-12T00:30:00.000Z,4,False,False,New York Knicks,Toronto Raptors,136,130,35,35,31,25,32,37,38,33,,,,,,
1037890,2023-12-11,2023,Final,2023-12-12T01:00:00.000Z,4,False,False,Houston Rockets,San Antonio Spurs,93,82,19,21,32,26,18,15,24,20,,,,,,
1037891,2023-12-11,2023,Final,2023-12-12T01:00:00.000Z,4,False,False,Memphis Grizzlies,Dallas Mavericks,113,120,24,29,27,38,28,29,34,24,,,,,,
1037892,2023-12-11,2023,Final,2023-12-12T01:00:00.000Z,5,False,False,Milwaukee Bucks,Chicago Bulls,133,129,37,32,37,33,17,24,27,29,15,11,,,,
1037893,2023-12-11,2023,Final,2023-12-12T01:00:00.000Z,4,False,False,New Orleans Pelicans,Minnesota Timberwolves,121,107,29,29,30,23,31,34,31,21,,,,,,
1037894,2023-12-11,2023,Final,2023-12-12T01:00:00.000Z,4,False,False,Oklahoma City Thunder,Utah Jazz,134,120,34,20,32,32,45,23,23,45,,,,,,
1037895,2023-12-11,2023,Final,2023-12-12T03:00:00.000Z,4,False,False,Sacramento Kings,Brooklyn Nets,131,118,26,18,28,30,44,37,33,33,,,,,,
1037896,2023-12-11,2023,Final,2023-12-12T03:30:00.000Z,4,False,False,LA Clippers,Portland Trail Blazers,132,127,43,32,23,33,39,34,27,28,,,,,,
1037897,2023-12-12,2023,Final,2023-12-13T00:30:00.000Z,4,False,False,Boston Celtics,Cleveland Cavaliers,120,113,21,31,38,29,35,32,26,21,,,,,,
1037898,2023-12-12,2023,Final,2023-12-13T00:30:00.000Z,4,False,False,Dallas Mavericks,Los Angeles Lakers,127,125,34,26,37,35,22,34,34,30,,,,,,
1037899,2023-12-12,2023,Final,2023-12-13T01:00:00.000Z,4,False,False,Chicago Bulls,Denver Nuggets,106,114,25,32,25,25,30,35,26,22,,,,,,
1037900,2023-12-12,2023,Final,2023-12-13T03:00:00.000Z,4,False,False,Phoenix Suns,Golden State Warriors,119,116,25,25,28,31,35,31,31,29,,,,,,
1037901,2023-12-12,2023,Final,2023-12-13T03:30:00.000Z,4,False,False,LA Clippers,Sacramento Kings,119,99,32,24,38,24,29,22,20,29,,,,,,
1037902,2023-12-13,2023,Final,2023-12-14T00:00:00.000Z,4,False,False,Detroit Pistons,Philadelphia 76ers,111,129,26,39,30,31,24,34,31,25,,,,,,
1037903,2023-12-13,2023,Final,2023-12-14T00:00:00.000Z,4,False,False,Washington Wizards,New Orleans Pelicans,122,142,30,28,34,47,29,35,29,32,,,,,,
1037904,2023-12-13,2023,Final,2023-12-14T00:30:00.000Z,4,False,False,Miami Heat,Charlotte Hornets,115,104,22,23,34,22,35,25,24,34,,,,,,
1037905,2023-12-13,2023,Final,2023-12-14T00:30:00.000Z,4,False,False,Toronto Raptors,Atlanta Hawks,135,128,31,39,33,27,39,29,32,33,,,,,,
1037906,2023-12-13,2023,Final,2023-12-14T01:00:00.000Z,4,False,False,Houston Rockets,Memphis Grizzlies,117,104,29,23,28,20,25,38,35,23,,,,,,
1037907,2023-12-13,2023,Final,2023-12-14T01:00:00.000Z,4,False,False,Milwaukee Bucks,Indiana Pacers,140,126,36,33,34,30,31,31,39,32,,,,,,
1037908,2023-12-13,2023,Final,2023-12-14T01:00:00.000Z,4,False,False,San Antonio Spurs,Los Angeles Lakers,119,122,26,34,24,29,24,29,45,30,,,,,,
1037909,2023-12-13,2023,Final,2023-12-14T02:00:00.000Z,4,False,False,Phoenix Suns,Brooklyn Nets,112,116,22,31,34,33,32,22,24,30,,,,,,
1037910,2023-12-13,2023,Final,2023-12-14T02:00:00.000Z,4,False,False,Utah Jazz,New York Knicks,117,113,22,31,30,19,37,34,28,29,,,,,,
1037911,2023-12-14,2023,Final,2023-12-15T00:30:00.000Z,4,False,False,Boston Celtics,Cleveland Cavaliers,116,107,33,24,32,30,25,33,26,20,,,,,,
1037912,2023-12-14,2023,Final,2023-12-15T00:30:00.000Z,4,False,False,Miami Heat,Chicago Bulls,116,124,22,36,34,24,32,33,28,31,,,,,,
1037913,2023-12-14,2023,Final,2023-12-15T01:30:00.000Z,4,False,False,Dallas Mavericks,Minnesota Timberwolves,101,119,30,26,30,33,22,28,19,32,,,,,,
1037914,2023-12-14,2023,Final,2023-12-15T02:00:00.000Z,4,False,False,Denver Nuggets,Brooklyn Nets,124,101,29,22,23,17,38,28,34,34,,,,,,
1037915,2023-12-14,2023,Final,2023-12-15T03:00:00.000Z,4,False,False,Portland Trail Blazers,Utah Jazz,114,122,30,38,24,31,22,34,38,19,,,,,,
1037916,2023-12-14,2023,Final,2023-12-15T03:00:00.000Z,4,False,False,Sacramento Kings,Oklahoma City Thunder,128,123,29,30,30,23,41,39,28,31,,,,,,
1037917,2023-12-14,2023,Final,2023-12-15T03:30:00.000Z,4,False,False,LA Clippers,Golden State Warriors,121,113,29,28,40,28,30,37,22,20,,,,,,
1037918,2023-12-15,2023,Final,2023-12-16T00:00:00.000Z,4,False,False,Charlotte Hornets,New Orleans Pelicans,107,112,20,21,19,29,37,26,31,36,,,,,,
1037919,2023-12-15,2023,Final,2023-12-16T00:00:00.000Z,4,False,False,Philadelphia 76ers,Detroit Pistons,124,92,26,22,35,17,33,23,30,30,,,,,,
1037920,2023-12-15,2023,Final,2023-12-16T00:00:00.000Z,4,False,False,Washington Wizards,Indiana Pacers,137,123,30,37,39,18,39,32,29,36,,,,,,
1037921,2023-12-15,2023,Final,2023-12-16T00:30:00.000Z,4,False,False,Boston Celtics,Orlando Magic,128,111,30,24,34,27,37,27,27,33,,,,,,
1037922,2023-12-15,2023,Final,2023-12-16T00:30:00.000Z,4,False,False,Toronto Raptors,Atlanta Hawks,104,125,24,30,25,29,29,28,26,38,,,,,,
1037923,2023-12-15,2023,Final,2023-12-16T00:30:00.000Z,4,False,False,San Antonio Spurs,Los Angeles Lakers,129,115,42,22,27,40,29,25,31,28,,,,,,
1037924,2023-12-15,2023,Final,2023-12-16T01:00:00.000Z,4,False,False,Memphis Grizzlies,Houston Rockets,96,103,29,14,26,31,19,30,22,28,,,,,,
1037925,2023-12-15,2023,Final,2023-12-16T03:00:00.000Z,4,False,False,Phoenix Suns,New York Knicks,122,139,30,31,38,32,31,34,23,42,,,,,,
1037926,2023-12-16,2023,Final,2023-12-16T23:00:00.000Z,4,False,False,Milwaukee Bucks,Detroit Pistons,146,114,43,20,38,36,33,27,32,31,,,,,,
1037927,2023-12-16,2023,Final,2023-12-17T00:00:00.000Z,4,False,False,Charlotte Hornets,Philadelphia 76ers,82,135,17,33,27,40,15,27,23,35,,,,,,
1037928,2023-12-16,2023,Final,2023-12-17T00:30:00.000Z,4,False,False,Cleveland Cavaliers,Atlanta Hawks,127,119,41,28,29,24,22,29,35,38,,,,,,
1037929,2023-12-16,2023,Final,2023-12-17T01:00:00.000Z,4,False,False,Miami Heat,Chicago Bulls,118,116,36,24,22,33,33,23,27,36,,,,,,
1037930,2023-12-16,2023,Final,2023-12-17T01:00:00.000Z,4,False,False,Minnesota Timberwolves,Indiana Pacers,127,109,23,20,34,35,38,23,32,31,,,,,,
1037931,2023-12-16,2023,Final,2023-12-17T01:30:00.000Z,4,False,False,Golden State Warriors,Brooklyn Nets,124,120,32,25,38,29,25,35,29,31,,,,,,
1037932,2023-12-16,2023,Final,2023-12-17T02:00:00.000Z,4,False,False,Denver Nuggets,Oklahoma City Thunder,117,118,31,27,25,27,31,31,30,33,,,,,,
1037933,2023-12-16,2023,Final,2023-12-17T02:00:00.000Z,4,False,False,Portland Trail Blazers,Dallas Mavericks,120,131,39,36,24,38,36,36,21,21,,,,,,
1037934,2023-12-16,2023,Final,2023-12-17T03:00:00.000Z,4,False,False,Sacramento Kings,Utah Jazz,125,104,35,23,27,27,44,26,19,28,,,,,,
1037935,2023-12-16,2023,Final,2023-12-17T03:30:00.000Z,4,False,False,LA Clippers,New York Knicks,144,122,35,33,42,33,37,32,30,24,,,,,,
1037936,2023-12-17,2023,Final,2023-12-17T20:00:00.000Z,4,False,False,Boston Celtics,Orlando Magic,114,97,27,31,34,19,22,24,31,23,,,,,,
1037937,2023-12-17,2023,Final,2023-12-17T20:30:00.000Z,4,False,False,San Antonio Spurs,New Orleans Pelicans,110,146,20,33,31,28,27,44,32,41,,,,,,
1037938,2023-12-17,2023,Final,2023-12-18T00:00:00.000Z,4,False,False,Milwaukee Bucks,Houston Rockets,128,119,33,28,38,32,29,31,28,28,,,,,,
1037939,2023-12-17,2023,Final,2023-12-18T01:00:00.000Z,4,False,False,Phoenix Suns,Washington Wizards,112,108,21,29,25,29,35,31,31,19,,,,,,
1037940,2023-12-17,2023,Final,2023-12-18T02:00:00.000Z,4,False,False,Portland Trail Blazers,Golden State Warriors,114,118,23,27,26,38,35,24,30,29,,,,,,
1037941,2023-12-18,2023,Final,2023-12-19T00:00:00.000Z,5,False,False,Cleveland Cavaliers,Houston Rockets,135,130,33,34,24,25,42,39,23,24,13,8,,,,
1037942,2023-12-18,2023,Final,2023-12-19T00:00:00.000Z,4,False,False,Indiana Pacers,LA Clippers,127,151,38,37,28,40,28,37,33,37,,,,,,
1037943,2023-12-18,2023,Final,2023-12-19T00:00:00.000Z,4,False,False,Philadelphia 76ers,Chicago Bulls,104,108,24,25,20,30,25,26,35,27,,,,,,
1037944,2023-12-18,2023,Final,2023-12-19T00:30:00.000Z,4,False,False,Atlanta Hawks,Detroit Pistons,130,124,38,25,23,27,35,32,34,40,,,,,,
1037945,2023-12-18,2023,Final,2023-12-19T00:30:00.000Z,4,False,False,Miami Heat,Minnesota Timberwolves,108,112,33,22,33,32,17,23,25,35,,,,,,
1037946,2023-12-18,2023,Final,2023-12-19T00:30:00.000Z,4,False,False,Toronto Raptors,Charlotte Hornets,114,99,19,27,29,25,31,29,35,18,,,,,,
1037947,2023-12-18,2023,Final,2023-12-19T01:00:00.000Z,4,False,False,Oklahoma City Thunder,Memphis Grizzlies,116,97,34,26,34,27,26,13,22,31,,,,,,
1037948,2023-12-18,2023,Final,2023-12-19T02:00:00.000Z,4,False,False,Denver Nuggets,Dallas Mavericks,130,104,28,20,40,39,30,21,32,24,,,,,,
1037949,2023-12-18,2023,Final,2023-12-19T02:00:00.000Z,4,False,False,Utah Jazz,Brooklyn Nets,125,108,28,28,26,31,34,23,37,26,,,,,,
1037950,2023-12-18,2023,Final,2023-12-19T03:00:00.000Z,4,False,False,Sacramento Kings,Washington Wizards,143,131,27,31,39,25,46,35,31,40,,,,,,
1037951,2023-12-18,2023,Final,2023-12-19T03:30:00.000Z,4,False,False,Los Angeles Lakers,New York Knicks,109,114,27,35,31,22,22,33,29,24,,,,,,
1037952,2023-12-19,2023,Final,2023-12-20T00:30:00.000Z,4,False,False,New Orleans Pelicans,Memphis Grizzlies,113,115,21,25,39,16,27,36,26,38,,,,,,
1037953,2023-12-19,2023,Final,2023-12-20T01:00:00.000Z,4,False,False,Milwaukee Bucks,San Antonio Spurs,132,119,44,26,28,33,35,26,25,34,,,,,,
1037954,2023-12-19,2023,Final,2023-12-20T03:00:00.000Z,5,False,False,Golden State Warriors,Boston Celtics,132,126,30,40,32,25,24,32,35,24,11,5,,,,
1037955,2023-12-19,2023,Final,2023-12-20T03:00:00.000Z,4,False,False,Portland Trail Blazers,Phoenix Suns,109,104,20,36,29,25,38,20,22,23,,,,,,
1037956,2023-12-20,2023,Final,2023-12-21T00:00:00.000Z,4,False,False,Cleveland Cavaliers,Utah Jazz,124,116,36,27,26,29,30,37,32,23,,,,,,
1037957,2023-12-20,2023,Final,2023-12-21T00:00:00.000Z,4,False,False,Indiana Pacers,Charlotte Hornets,144,113,31,29,40,31,36,26,37,27,,,,,,
1037958,2023-12-20,2023,Final,2023-12-21T00:00:00.000Z,4,False,False,Orlando Magic,Miami Heat,106,115,24,25,26,43,22,21,34,26,,,,,,
1037959,2023-12-20,2023,Final,2023-12-21T00:00:00.000Z,4,False,False,Philadelphia 76ers,Minnesota Timberwolves,127,113,28,24,36,36,26,27,37,26,,,,,,
1037960,2023-12-20,2023,Final,2023-12-21T00:30:00.000Z,4,False,False,Brooklyn Nets,New York Knicks,102,121,20,32,31,28,26,30,25,31,,,,,,
1037961,2023-12-20,2023,Final,2023-12-21T00:30:00.000Z,4,False,False,Toronto Raptors,Denver Nuggets,104,113,20,29,24,32,31,29,29,23,,,,,,
1037962,2023-12-20,2023,Final,2023-12-21T01:00:00.000Z,4,False,False,Chicago Bulls,Los Angeles Lakers,124,108,33,22,28,33,29,23,34,30,,,,,,
1037963,2023-12-20,2023,Final,2023-12-21T01:00:00.000Z,4,False,False,Houston Rockets,Atlanta Hawks,127,134,29,39,36,38,35,21,27,36,,,,,,
1037964,2023-12-20,2023,Final,2023-12-21T01:30:00.000Z,4,False,False,Dallas Mavericks,LA Clippers,111,120,22,35,34,32,27,18,28,35,,,,,,
1037965,2023-12-20,2023,Final,2023-12-21T03:00:00.000Z,4,False,False,Sacramento Kings,Boston Celtics,119,144,41,38,25,36,24,39,29,31,,,,,,
1037966,2023-12-21,2023,Final,2023-12-22T00:00:00.000Z,4,False,False,Detroit Pistons,Utah Jazz,111,119,32,34,26,30,30,26,23,29,,,,,,
1037967,2023-12-21,2023,Final,2023-12-22T00:30:00.000Z,4,False,False,Cleveland Cavaliers,New Orleans Pelicans,104,123,28,36,24,30,24,28,28,29,,,,,,
1037968,2023-12-21,2023,Final,2023-12-22T01:00:00.000Z,4,False,False,Chicago Bulls,San Antonio Spurs,114,95,27,28,25,20,25,22,37,25,,,,,,
1037969,2023-12-21,2023,Final,2023-12-22T01:00:00.000Z,4,False,False,Memphis Grizzlies,Indiana Pacers,116,103,35,22,23,34,28,21,30,26,,,,,,
1037970,2023-12-21,2023,Final,2023-12-22T01:00:00.000Z,4,False,False,Milwaukee Bucks,Orlando Magic,118,114,28,31,31,25,32,26,27,32,,,,,,
1037971,2023-12-21,2023,Final,2023-12-22T01:00:00.000Z,4,False,False,Oklahoma City Thunder,LA Clippers,134,115,35,29,29,30,45,33,25,23,,,,,,
1037972,2023-12-21,2023,Final,2023-12-22T02:00:00.000Z,4,False,False,Minnesota Timberwolves,Los Angeles Lakers,118,111,36,32,27,27,24,24,31,28,,,,,,
1037973,2023-12-21,2023,Final,2023-12-22T03:00:00.000Z,4,False,False,Portland Trail Blazers,Washington Wizards,117,118,24,33,30,34,26,26,37,25,,,,,,
1037974,2023-12-22,2023,Final,2023-12-23T00:00:00.000Z,4,False,False,Philadelphia 76ers,Toronto Raptors,121,111,28,37,33,21,32,31,28,22,,,,,,
1037975,2023-12-22,2023,Final,2023-12-23T00:30:00.000Z,4,False,False,Brooklyn Nets,Denver Nuggets,117,122,28,28,32,30,26,30,31,34,,,,,,
1037976,2023-12-22,2023,Final,2023-12-23T01:00:00.000Z,4,False,False,Miami Heat,Atlanta Hawks,122,113,33,26,29,34,26,26,34,27,,,,,,
1037977,2023-12-22,2023,Final,2023-12-23T01:00:00.000Z,4,False,False,Houston Rockets,Dallas Mavericks,122,96,23,17,33,22,33,21,33,36,,,,,,
1037978,2023-12-22,2023,Final,2023-12-23T03:00:00.000Z,4,False,False,Golden State Warriors,Washington Wizards,129,118,28,25,35,36,38,22,28,35,,,,,,
1037979,2023-12-22,2023,Final,2023-12-23T03:00:00.000Z,4,False,False,Sacramento Kings,Phoenix Suns,120,105,35,30,30,24,38,30,17,21,,,,,,
1037980,2023-12-23,2023,Final,2023-12-23T17:30:00.000Z,4,False,False,New York Knicks,Milwaukee Bucks,111,130,27,36,27,26,33,38,24,30,,,,,,
1037981,2023-12-23,2023,Final,2023-12-23T20:30:00.000Z,4,False,False,LA Clippers,Boston Celtics,108,145,21,28,30,40,30,38,27,39,,,,,,
1037982,2023-12-23,2023,Final,2023-12-24T00:00:00.000Z,4,False,False,Charlotte Hornets,Denver Nuggets,95,102,27,25,33,29,9,30,26,18,,,,,,
1037983,2023-12-23,2023,Final,2023-12-24T00:00:00.000Z,4,False,False,Indiana Pacers,Orlando Magic,110,117,27,36,32,37,33,20,18,24,,,,,,
1037984,2023-12-23,2023,Final,2023-12-24T00:00:00.000Z,4,False,False,New Orleans Pelicans,Houston Rockets,104,106,24,26,27,21,33,32,20,27,,,,,,
1037985,2023-12-23,2023,Final,2023-12-24T00:30:00.000Z,4,False,False,Atlanta Hawks,Memphis Grizzlies,119,125,32,25,28,25,33,40,26,35,,,,,,
1037986,2023-12-23,2023,Final,2023-12-24T00:30:00.000Z,4,False,False,Brooklyn Nets,Detroit Pistons,126,115,32,21,33,35,33,26,28,33,,,,,,
1037987,2023-12-23,2023,Final,2023-12-24T00:30:00.000Z,4,False,False,Toronto Raptors,Utah Jazz,119,126,34,31,37,24,27,30,21,41,,,,,,
1037988,2023-12-23,2023,Final,2023-12-24T01:00:00.000Z,4,False,False,Chicago Bulls,Cleveland Cavaliers,95,109,30,32,26,25,16,25,23,27,,,,,,
1037989,2023-12-23,2023,Final,2023-12-24T01:00:00.000Z,4,False,False,Oklahoma City Thunder,Los Angeles Lakers,120,129,39,36,20,35,32,36,29,22,,,,,,
1037990,2023-12-23,2023,Final,2023-12-24T01:30:00.000Z,4,False,False,Dallas Mavericks,San Antonio Spurs,144,119,40,29,32,37,45,20,27,33,,,,,,
1037991,2023-12-23,2023,Final,2023-12-24T01:30:00.000Z,4,False,False,Golden State Warriors,Portland Trail Blazers,126,106,23,30,34,16,32,31,37,29,,,,,,
1037992,2023-12-23,2023,Final,2023-12-24T03:00:00.000Z,4,False,False,Sacramento Kings,Minnesota Timberwolves,98,110,20,28,27,31,23,22,28,29,,,,,,
1037993,2023-12-25,2023,Final,2023-12-25T17:00:00.000Z,4,False,False,New York Knicks,Milwaukee Bucks,129,122,36,27,26,24,36,36,31,35,,,,,,
1037994,2023-12-25,2023,Final,2023-12-25T19:30:00.000Z,4,False,False,Denver Nuggets,Golden State Warriors,120,114,29,26,24,28,39,35,28,25,,,,,,
1037995,2023-12-25,2023,Final,2023-12-25T22:00:00.000Z,4,False,False,Los Angeles Lakers,Boston Celtics,115,126,23,32,34,26,33,41,25,27,,,,,,
1037996,2023-12-25,2023,Final,2023-12-26T01:00:00.000Z,4,False,False,Miami Heat,Philadelphia 76ers,119,113,26,22,37,27,23,37,33,27,,,,,,
1037997,2023-12-25,2023,Final,2023-12-26T03:30:00.000Z,4,False,False,Phoenix Suns,Dallas Mavericks,114,128,24,36,30,28,38,27,22,37,,,,,,
1037998,2023-12-26,2023,Final,2023-12-27T00:00:00.000Z,4,False,False,Detroit Pistons,Brooklyn Nets,112,118,31,25,23,36,31,27,27,30,,,,,,
1037999,2023-12-26,2023,Final,2023-12-27T00:00:00.000Z,4,False,False,Washington Wizards,Orlando Magic,119,127,33,33,27,30,28,35,31,29,,,,,,
1038000,2023-12-26,2023,Final,2023-12-27T01:00:00.000Z,4,False,False,Chicago Bulls,Atlanta Hawks,118,113,28,17,22,39,33,29,35,28,,,,,,
1038001,2023-12-26,2023,Final,2023-12-27T01:00:00.000Z,4,False,False,Houston Rockets,Indiana Pacers,117,123,33,33,34,31,23,37,27,22,,,,,,
1038002,2023-12-26,2023,Final,2023-12-27T01:00:00.000Z,5,False,False,New Orleans Pelicans,Memphis Grizzlies,115,116,19,24,29,19,32,24,23,36,12,13,,,,
1038003,2023-12-26,2023,Final,2023-12-27T01:00:00.000Z,4,False,False,Oklahoma City Thunder,Minnesota Timberwolves,129,106,40,35,26,25,36,31,27,15,,,,,,
1038004,2023-12-26,2023,Final,2023-12-27T01:00:00.000Z,4,False,False,San Antonio Spurs,Utah Jazz,118,130,32,27,28,37,33,36,25,30,,,,,,
1038005,2023-12-26,2023,Final,2023-12-27T03:00:00.000Z,4,False,False,Portland Trail Blazers,Sacramento Kings,130,113,32,33,35,27,37,35,26,18,,,,,,
1038006,2023-12-26,2023,Final,2023-12-27T03:30:00.000Z,4,False,False,LA Clippers,Charlotte Hornets,113,104,26,27,29,23,27,30,31,24,,,,,,
1038007,2023-12-27,2023,Final,2023-12-28T00:00:00.000Z,4,False,False,Orlando Magic,Philadelphia 76ers,92,112,25,26,21,26,29,32,17,28,,,,,,
1038008,2023-12-27,2023,Final,2023-12-28T00:00:00.000Z,4,False,False,Washington Wizards,Toronto Raptors,102,132,25,31,25,28,31,38,21,35,,,,,,
1038009,2023-12-27,2023,Final,2023-12-28T00:30:00.000Z,4,False,False,Brooklyn Nets,Milwaukee Bucks,122,144,31,32,28,34,33,34,30,44,,,,,,
1038010,2023-12-27,2023,Final,2023-12-28T01:00:00.000Z,4,False,False,Houston Rockets,Phoenix Suns,113,129,24,30,31,43,29,31,29,25,,,,,,
1038011,2023-12-27,2023,Final,2023-12-28T01:00:00.000Z,4,False,False,Oklahoma City Thunder,New York Knicks,129,120,38,25,31,35,24,29,36,31,,,,,,
1038012,2023-12-27,2023,Final,2023-12-28T01:30:00.000Z,4,False,False,Dallas Mavericks,Cleveland Cavaliers,110,113,39,27,30,27,21,28,20,31,,,,,,
1038013,2023-12-28,2023,Final,2023-12-29T00:30:00.000Z,5,False,False,Boston Celtics,Detroit Pistons,128,122,27,30,20,36,35,16,26,26,20,14,,,,
1038014,2023-12-28,2023,Final,2023-12-29T01:00:00.000Z,4,False,False,Chicago Bulls,Indiana Pacers,104,120,31,37,21,26,25,22,27,35,,,,,,
1038015,2023-12-28,2023,Final,2023-12-29T01:00:00.000Z,4,False,False,Minnesota Timberwolves,Dallas Mavericks,118,110,37,26,24,30,37,35,20,19,,,,,,
1038016,2023-12-28,2023,Final,2023-12-29T01:00:00.000Z,4,False,False,New Orleans Pelicans,Utah Jazz,112,105,39,37,20,14,22,25,31,29,,,,,,
1038017,2023-12-28,2023,Final,2023-12-29T02:00:00.000Z,4,False,False,Denver Nuggets,Memphis Grizzlies,142,105,33,27,32,21,41,35,36,22,,,,,,
1038018,2023-12-28,2023,Final,2023-12-29T03:00:00.000Z,4,False,False,Golden State Warriors,Miami Heat,102,114,25,22,26,36,25,33,26,23,,,,,,
1038019,2023-12-28,2023,Final,2023-12-29T03:00:00.000Z,4,False,False,Portland Trail Blazers,San Antonio Spurs,105,118,14,38,31,21,29,28,31,31,,,,,,
1038020,2023-12-28,2023,Final,2023-12-29T03:30:00.000Z,4,False,False,Los Angeles Lakers,Charlotte Hornets,133,112,28,31,30,26,41,23,34,32,,,,,,
1038021,2023-12-29,2023,Final,2023-12-30T00:00:00.000Z,4,False,False,Orlando Magic,New York Knicks,117,108,26,29,29,15,31,30,31,34,,,,,,
1038022,2023-12-29,2023,Final,2023-12-30T00:00:00.000Z,4,False,False,Washington Wizards,Brooklyn Nets,110,104,25,25,29,28,30,33,26,18,,,,,,
1038023,2023-12-29,2023,Final,2023-12-30T00:30:00.000Z,4,False,False,Atlanta Hawks,Sacramento Kings,110,117,36,23,35,30,20,33,19,31,,,,,,
1038024,2023-12-29,2023,Final,2023-12-30T00:30:00.000Z,4,False,False,Boston Celtics,Toronto Raptors,120,118,35,20,33,33,31,33,21,32,,,,,,
1038025,2023-12-29,2023,Final,2023-12-30T00:30:00.000Z,4,False,False,Cleveland Cavaliers,Milwaukee Bucks,111,119,37,31,22,21,21,40,31,27,,,,,,
1038026,2023-12-29,2023,Final,2023-12-30T01:00:00.000Z,4,False,False,Houston Rockets,Philadelphia 76ers,127,131,32,26,31,36,34,28,30,41,,,,,,
1038027,2023-12-29,2023,Final,2023-12-30T02:00:00.000Z,4,False,False,Denver Nuggets,Oklahoma City Thunder,93,119,27,33,21,21,20,34,25,31,,,,,,
1038028,2023-12-29,2023,Final,2023-12-30T02:00:00.000Z,4,False,False,Phoenix Suns,Charlotte Hornets,133,119,36,30,32,28,35,31,30,30,,,,,,
1038029,2023-12-29,2023,Final,2023-12-30T03:00:00.000Z,4,False,False,Portland Trail Blazers,San Antonio Spurs,134,128,29,29,42,27,33,38,30,34,,,,,,
1038030,2023-12-29,2023,Final,2023-12-30T03:30:00.000Z,4,False,False,LA Clippers,Memphis Grizzlies,117,106,33,25,26,29,35,21,23,31,,,,,,
1038031,2023-12-30,2023,Final,2023-12-30T22:00:00.000Z,4,False,False,Utah Jazz,Miami Heat,117,109,27,28,27,25,34,35,29,21,,,,,,
1038032,2023-12-30,2023,Final,2023-12-30T23:00:00.000Z,4,False,False,Detroit Pistons,Toronto Raptors,129,127,25,24,27,20,38,42,39,41,,,,,,
1038033,2023-12-30,2023,Final,2023-12-31T00:00:00.000Z,4,False,False,Indiana Pacers,New York Knicks,140,126,32,27,32,35,41,30,35,34,,,,,,
1038034,2023-12-30,2023,Final,2023-12-31T01:00:00.000Z,4,False,False,Chicago Bulls,Philadelphia 76ers,105,92,21,17,35,31,24,23,25,21,,,,,,
1038035,2023-12-30,2023,Final,2023-12-31T01:00:00.000Z,4,False,False,Minnesota Timberwolves,Los Angeles Lakers,108,106,29,31,32,26,21,20,26,29,,,,,,
1038036,2023-12-30,2023,Final,2023-12-31T01:30:00.000Z,4,False,False,Golden State Warriors,Dallas Mavericks,122,132,26,34,28,29,35,38,33,31,,,,,,
1038037,2023-12-31,2023,Final,2023-12-31T20:00:00.000Z,4,False,False,Washington Wizards,Atlanta Hawks,126,130,30,28,28,42,29,30,39,30,,,,,,
1038038,2023-12-31,2023,Final,2024-01-01T00:00:00.000Z,4,False,False,New Orleans Pelicans,Los Angeles Lakers,129,109,42,33,32,24,30,32,25,20,,,,,,
1038039,2023-12-31,2023,Final,2024-01-01T00:00:00.000Z,4,False,False,Oklahoma City Thunder,Brooklyn Nets,124,108,33,36,26,20,30,23,35,29,,,,,,
1038040,2023-12-31,2023,Final,2024-01-01T00:00:00.000Z,4,False,False,San Antonio Spurs,Boston Celtics,101,134,22,30,31,35,23,40,25,29,,,,,,
1038041,2023-12-31,2023,Final,2024-01-01T01:00:00.000Z,4,False,False,Memphis Grizzlies,Sacramento Kings,92,123,29,34,29,36,21,31,13,22,,,,,,
1038042,2023-12-31,2023,Final,2024-01-01T01:00:00.000Z,4,False,False,Phoenix Suns,Orlando Magic,112,107,37,24,30,34,22,29,23,20,,,,,,
1038043,2024-01-01,2023,Final,2024-01-01T20:00:00.000Z,4,False,False,New York Knicks,Minnesota Timberwolves,112,106,23,32,38,17,33,29,18,28,,,,,,
1038044,2024-01-01,2023,Final,2024-01-02T00:30:00.000Z,4,False,False,Toronto Raptors,Cleveland Cavaliers,124,121,41,32,26,27,31,32,26,30,,,,,,
1038045,2024-01-01,2023,Final,2024-01-02T01:00:00.000Z,4,False,False,Houston Rockets,Detroit Pistons,136,113,31,29,28,26,47,25,30,33,,,,,,
